quarter_index,label,lp_id,lp_name,beginning_balance,contributions,dist_return_of_capital,dist_preferred_return,dist_carry_split,total_cash_distributions,gain_loss_allocation_net_of_fees,carried_interest_allocated_to_gp,ending_balance
1,Q1 2022,LP-15,Sable Foundation,0.0,200000.0,0.0,0.0,0.0,0.0,-8000.0,-0.0,192000.0
2,Q2 2022,LP-01,Northbridge State Pension Fund,960000.0,920000.0,0.0,0.0,0.0,0.0,65187.93,-0.0,1945187.93
2,Q2 2022,LP-02,Meridian University Endowment,720000.0,690000.0,0.0,0.0,0.0,0.0,48890.94,-0.0,1458890.94
2,Q2 2022,LP-03,Harborview Insurance Co.,660000.0,632500.0,0.0,0.0,0.0,0.0,44816.7,-0.0,1337316.7
2,Q2 2022,LP-04,Cascade Partners Fund of Funds,600000.0,575000.0,0.0,0.0,0.0,0.0,40742.45,-0.0,1215742.45
2,Q2 2022,LP-05,Elmwood Family Office,480000.0,460000.0,0.0,0.0,0.0,0.0,32593.96,-0.0,972593.96
2,Q2 2022,LP-06,Tanager Sovereign Partners,480000.0,460000.0,0.0,0.0,0.0,0.0,32593.96,-0.0,972593.96
2,Q2 2022,LP-07,Birchwood College Endowment,360000.0,345000.0,0.0,0.0,0.0,0.0,24445.47,-0.0,729445.47
2,Q2 2022,LP-08,Kestrel Insurance Group,300000.0,287500.0,0.0,0.0,0.0,0.0,20371.23,-0.0,607871.23
2,Q2 2022,LP-09,Wrenfield Family Office,240000.0,230000.0,0.0,0.0,0.0,0.0,16296.98,-0.0,486296.98
2,Q2 2022,LP-10,Alder Street Foundation,240000.0,230000.0,0.0,0.0,0.0,0.0,16296.98,-0.0,486296.98
2,Q2 2022,LP-11,Pinecrest Pension Trust,216000.0,207000.0,0.0,0.0,0.0,0.0,14667.28,-0.0,437667.28
2,Q2 2022,LP-12,Ivywood Capital Partners (FoF),180000.0,172500.0,0.0,0.0,0.0,0.0,12222.74,-0.0,364722.74
2,Q2 2022,LP-13,Grayling Family Office,180000.0,172500.0,0.0,0.0,0.0,0.0,12222.74,-0.0,364722.74
2,Q2 2022,LP-14,Redstone Family Office,192000.0,184000.0,0.0,0.0,0.0,0.0,13037.59,-0.0,389037.59
2,Q2 2022,LP-15,Sable Foundation,192000.0,184000.0,0.0,0.0,0.0,0.0,13037.59,-0.0,389037.59
3,Q3 2022,LP-01,Northbridge State Pension Fund,1945187.93,760000.0,0.0,0.0,0.0,0.0,103445.34,-0.0,2808633.27
3,Q3 2022,LP-02,Meridian University Endowment,1458890.94,570000.0,0.0,0.0,0.0,0.0,77584.0,-0.0,2106474.94
3,Q3 2022,LP-03,Harborview Insurance Co.,1337316.7,522500.0,0.0,0.0,0.0,0.0,71118.67,-0.0,1930935.37
3,Q3 2022,LP-04,Cascade Partners Fund of Funds,1215742.45,475000.0,0.0,0.0,0.0,0.0,64653.34,-0.0,1755395.79
3,Q3 2022,LP-05,Elmwood Family Office,972593.96,380000.0,0.0,0.0,0.0,0.0,51722.67,-0.0,1404316.63
3,Q3 2022,LP-06,Tanager Sovereign Partners,972593.96,380000.0,0.0,0.0,0.0,0.0,51722.67,-0.0,1404316.63
3,Q3 2022,LP-07,Birchwood College Endowment,729445.47,285000.0,0.0,0.0,0.0,0.0,38792.0,-0.0,1053237.47
3,Q3 2022,LP-08,Kestrel Insurance Group,607871.23,237500.0,0.0,0.0,0.0,0.0,32326.67,-0.0,877697.9
3,Q3 2022,LP-09,Wrenfield Family Office,486296.98,190000.0,0.0,0.0,0.0,0.0,25861.33,-0.0,702158.31
3,Q3 2022,LP-10,Alder Street Foundation,486296.98,190000.0,0.0,0.0,0.0,0.0,25861.33,-0.0,702158.31
3,Q3 2022,LP-11,Pinecrest Pension Trust,437667.28,171000.0,0.0,0.0,0.0,0.0,23275.2,-0.0,631942.48
3,Q3 2022,LP-12,Ivywood Capital Partners (FoF),364722.74,142500.0,0.0,0.0,0.0,0.0,19396.0,-0.0,526618.74
3,Q3 2022,LP-13,Grayling Family Office,364722.74,142500.0,0.0,0.0,0.0,0.0,19396.0,-0.0,526618.74
3,Q3 2022,LP-14,Redstone Family Office,389037.59,152000.0,0.0,0.0,0.0,0.0,20689.07,-0.0,561726.66
3,Q3 2022,LP-15,Sable Foundation,389037.59,152000.0,0.0,0.0,0.0,0.0,20689.07,-0.0,561726.66
4,Q4 2022,LP-01,Northbridge State Pension Fund,2808633.27,840000.0,0.0,0.0,0.0,0.0,121382.8,-0.0,3770016.07
4,Q4 2022,LP-02,Meridian University Endowment,2106474.94,630000.0,0.0,0.0,0.0,0.0,91037.1,-0.0,2827512.04
4,Q4 2022,LP-03,Harborview Insurance Co.,1930935.37,577500.0,0.0,0.0,0.0,0.0,83450.68,-0.0,2591886.05
4,Q4 2022,LP-04,Cascade Partners Fund of Funds,1755395.79,525000.0,0.0,0.0,0.0,0.0,75864.25,-0.0,2356260.04
4,Q4 2022,LP-05,Elmwood Family Office,1404316.63,420000.0,0.0,0.0,0.0,0.0,60691.4,-0.0,1885008.03
4,Q4 2022,LP-06,Tanager Sovereign Partners,1404316.63,420000.0,0.0,0.0,0.0,0.0,60691.4,-0.0,1885008.03
4,Q4 2022,LP-07,Birchwood College Endowment,1053237.47,315000.0,0.0,0.0,0.0,0.0,45518.55,-0.0,1413756.02
4,Q4 2022,LP-08,Kestrel Insurance Group,877697.9,262500.0,0.0,0.0,0.0,0.0,37932.12,-0.0,1178130.02
4,Q4 2022,LP-09,Wrenfield Family Office,702158.31,210000.0,0.0,0.0,0.0,0.0,30345.7,-0.0,942504.01
4,Q4 2022,LP-10,Alder Street Foundation,702158.31,210000.0,0.0,0.0,0.0,0.0,30345.7,-0.0,942504.01
4,Q4 2022,LP-11,Pinecrest Pension Trust,631942.48,189000.0,0.0,0.0,0.0,0.0,27311.13,-0.0,848253.61
4,Q4 2022,LP-12,Ivywood Capital Partners (FoF),526618.74,157500.0,0.0,0.0,0.0,0.0,22759.27,-0.0,706878.01
4,Q4 2022,LP-13,Grayling Family Office,526618.74,157500.0,0.0,0.0,0.0,0.0,22759.27,-0.0,706878.01
4,Q4 2022,LP-14,Redstone Family Office,561726.66,168000.0,0.0,0.0,0.0,0.0,24276.56,-0.0,754003.22
4,Q4 2022,LP-15,Sable Foundation,561726.66,168000.0,0.0,0.0,0.0,0.0,24276.56,-0.0,754003.22
5,Q1 2023,LP-01,Northbridge State Pension Fund,3770016.07,680000.0,0.0,0.0,0.0,0.0,197757.9,-0.0,4647773.97
5,Q1 2023,LP-02,Meridian University Endowment,2827512.04,510000.0,0.0,0.0,0.0,0.0,148318.42,-0.0,3485830.46
5,Q1 2023,LP-03,Harborview Insurance Co.,2591886.05,467500.0,0.0,0.0,0.0,0.0,135958.55,-0.0,3195344.6
5,Q1 2023,LP-04,Cascade Partners Fund of Funds,2356260.04,425000.0,0.0,0.0,0.0,0.0,123598.69,-0.0,2904858.73
5,Q1 2023,LP-05,Elmwood Family Office,1885008.03,340000.0,0.0,0.0,0.0,0.0,98878.95,-0.0,2323886.98
5,Q1 2023,LP-06,Tanager Sovereign Partners,1885008.03,340000.0,0.0,0.0,0.0,0.0,98878.95,-0.0,2323886.98
5,Q1 2023,LP-07,Birchwood College Endowment,1413756.02,255000.0,0.0,0.0,0.0,0.0,74159.21,-0.0,1742915.23
5,Q1 2023,LP-08,Kestrel Insurance Group,1178130.02,212500.0,0.0,0.0,0.0,0.0,61799.34,-0.0,1452429.36
5,Q1 2023,LP-09,Wrenfield Family Office,942504.01,170000.0,0.0,0.0,0.0,0.0,49439.47,-0.0,1161943.48
5,Q1 2023,LP-10,Alder Street Foundation,942504.01,170000.0,0.0,0.0,0.0,0.0,49439.47,-0.0,1161943.48
5,Q1 2023,LP-11,Pinecrest Pension Trust,848253.61,153000.0,0.0,0.0,0.0,0.0,44495.53,-0.0,1045749.14
5,Q1 2023,LP-12,Ivywood Capital Partners (FoF),706878.01,127500.0,0.0,0.0,0.0,0.0,37079.61,-0.0,871457.62
5,Q1 2023,LP-13,Grayling Family Office,706878.01,127500.0,0.0,0.0,0.0,0.0,37079.61,-0.0,871457.62
5,Q1 2023,LP-14,Redstone Family Office,754003.22,136000.0,0.0,0.0,0.0,0.0,39551.58,-0.0,929554.8
5,Q1 2023,LP-15,Sable Foundation,754003.22,136000.0,0.0,0.0,0.0,0.0,39551.58,-0.0,929554.8
6,Q2 2023,LP-01,Northbridge State Pension Fund,4647773.97,840000.0,0.0,0.0,0.0,0.0,146209.68,-0.0,5633983.65
6,Q2 2023,LP-02,Meridian University Endowment,3485830.46,630000.0,0.0,0.0,0.0,0.0,109657.26,-0.0,4225487.72
6,Q2 2023,LP-03,Harborview Insurance Co.,3195344.6,577500.0,0.0,0.0,0.0,0.0,100519.16,-0.0,3873363.76
6,Q2 2023,LP-04,Cascade Partners Fund of Funds,2904858.73,525000.0,0.0,0.0,0.0,0.0,91381.05,-0.0,3521239.78
6,Q2 2023,LP-05,Elmwood Family Office,2323886.98,420000.0,0.0,0.0,0.0,0.0,73104.84,-0.0,2816991.82
6,Q2 2023,LP-06,Tanager Sovereign Partners,2323886.98,420000.0,0.0,0.0,0.0,0.0,73104.84,-0.0,2816991.82
6,Q2 2023,LP-07,Birchwood College Endowment,1742915.23,315000.0,0.0,0.0,0.0,0.0,54828.63,-0.0,2112743.86
6,Q2 2023,LP-08,Kestrel Insurance Group,1452429.36,262500.0,0.0,0.0,0.0,0.0,45690.53,-0.0,1760619.89
6,Q2 2023,LP-09,Wrenfield Family Office,1161943.48,210000.0,0.0,0.0,0.0,0.0,36552.42,-0.0,1408495.9
6,Q2 2023,LP-10,Alder Street Foundation,1161943.48,210000.0,0.0,0.0,0.0,0.0,36552.42,-0.0,1408495.9
6,Q2 2023,LP-11,Pinecrest Pension Trust,1045749.14,189000.0,0.0,0.0,0.0,0.0,32897.18,-0.0,1267646.32
6,Q2 2023,LP-12,Ivywood Capital Partners (FoF),871457.62,157500.0,0.0,0.0,0.0,0.0,27414.32,-0.0,1056371.94
6,Q2 2023,LP-13,Grayling Family Office,871457.62,157500.0,0.0,0.0,0.0,0.0,27414.32,-0.0,1056371.94
6,Q2 2023,LP-14,Redstone Family Office,929554.8,168000.0,0.0,0.0,0.0,0.0,29241.94,-0.0,1126796.74
6,Q2 2023,LP-15,Sable Foundation,929554.8,168000.0,0.0,0.0,0.0,0.0,29241.94,-0.0,1126796.74
7,Q3 2023,LP-01,Northbridge State Pension Fund,5633983.65,760000.0,0.0,0.0,0.0,0.0,289461.55,-0.0,6683445.2
7,Q3 2023,LP-02,Meridian University Endowment,4225487.72,570000.0,0.0,0.0,0.0,0.0,217096.16,-0.0,5012583.88
7,Q3 2023,LP-03,Harborview Insurance Co.,3873363.76,522500.0,0.0,0.0,0.0,0.0,199004.81,-0.0,4594868.57
7,Q3 2023,LP-04,Cascade Partners Fund of Funds,3521239.78,475000.0,0.0,0.0,0.0,0.0,180913.47,-0.0,4177153.25
7,Q3 2023,LP-05,Elmwood Family Office,2816991.82,380000.0,0.0,0.0,0.0,0.0,144730.77,-0.0,3341722.59
7,Q3 2023,LP-06,Tanager Sovereign Partners,2816991.82,380000.0,0.0,0.0,0.0,0.0,144730.77,-0.0,3341722.59
7,Q3 2023,LP-07,Birchwood College Endowment,2112743.86,285000.0,0.0,0.0,0.0,0.0,108548.08,-0.0,2506291.94
7,Q3 2023,LP-08,Kestrel Insurance Group,1760619.89,237500.0,0.0,0.0,0.0,0.0,90456.73,-0.0,2088576.62
7,Q3 2023,LP-09,Wrenfield Family Office,1408495.9,190000.0,0.0,0.0,0.0,0.0,72365.39,-0.0,1670861.29
7,Q3 2023,LP-10,Alder Street Foundation,1408495.9,190000.0,0.0,0.0,0.0,0.0,72365.39,-0.0,1670861.29
7,Q3 2023,LP-11,Pinecrest Pension Trust,1267646.32,171000.0,0.0,0.0,0.0,0.0,65128.85,-0.0,1503775.17
7,Q3 2023,LP-12,Ivywood Capital Partners (FoF),1056371.94,142500.0,0.0,0.0,0.0,0.0,54274.04,-0.0,1253145.98
7,Q3 2023,LP-13,Grayling Family Office,1056371.94,142500.0,0.0,0.0,0.0,0.0,54274.04,-0.0,1253145.98
7,Q3 2023,LP-14,Redstone Family Office,1126796.74,152000.0,0.0,0.0,0.0,0.0,57892.31,-0.0,1336689.05
7,Q3 2023,LP-15,Sable Foundation,1126796.74,152000.0,0.0,0.0,0.0,0.0,57892.31,-0.0,1336689.05
8,Q4 2023,LP-01,Northbridge State Pension Fund,6683445.2,600000.0,0.0,0.0,0.0,0.0,361987.41,-0.0,7645432.61
8,Q4 2023,LP-02,Meridian University Endowment,5012583.88,450000.0,0.0,0.0,0.0,0.0,271490.55,-0.0,5734074.43
8,Q4 2023,LP-03,Harborview Insurance Co.,4594868.57,412500.0,0.0,0.0,0.0,0.0,248866.34,-0.0,5256234.91
8,Q4 2023,LP-04,Cascade Partners Fund of Funds,4177153.25,375000.0,0.0,0.0,0.0,0.0,226242.13,-0.0,4778395.38
8,Q4 2023,LP-05,Elmwood Family Office,3341722.59,300000.0,0.0,0.0,0.0,0.0,180993.7,-0.0,3822716.29
8,Q4 2023,LP-06,Tanager Sovereign Partners,3341722.59,300000.0,0.0,0.0,0.0,0.0,180993.7,-0.0,3822716.29
8,Q4 2023,LP-07,Birchwood College Endowment,2506291.94,225000.0,0.0,0.0,0.0,0.0,135745.28,-0.0,2867037.22
8,Q4 2023,LP-08,Kestrel Insurance Group,2088576.62,187500.0,0.0,0.0,0.0,0.0,113121.06,-0.0,2389197.68
8,Q4 2023,LP-09,Wrenfield Family Office,1670861.29,150000.0,0.0,0.0,0.0,0.0,90496.85,-0.0,1911358.14
8,Q4 2023,LP-10,Alder Street Foundation,1670861.29,150000.0,0.0,0.0,0.0,0.0,90496.85,-0.0,1911358.14
8,Q4 2023,LP-11,Pinecrest Pension Trust,1503775.17,135000.0,0.0,0.0,0.0,0.0,81447.17,-0.0,1720222.34
8,Q4 2023,LP-12,Ivywood Capital Partners (FoF),1253145.98,112500.0,0.0,0.0,0.0,0.0,67872.64,-0.0,1433518.62
8,Q4 2023,LP-13,Grayling Family Office,1253145.98,112500.0,0.0,0.0,0.0,0.0,67872.64,-0.0,1433518.62
8,Q4 2023,LP-14,Redstone Family Office,1336689.05,120000.0,0.0,0.0,0.0,0.0,72397.48,-0.0,1529086.53
8,Q4 2023,LP-15,Sable Foundation,1336689.05,120000.0,0.0,0.0,0.0,0.0,72397.48,-0.0,1529086.53
9,Q1 2024,LP-01,Northbridge State Pension Fund,7645432.61,680000.0,0.0,0.0,0.0,0.0,418332.61,-0.0,8743765.22
9,Q1 2024,LP-02,Meridian University Endowment,5734074.43,510000.0,0.0,0.0,0.0,0.0,313749.46,-0.0,6557823.89
9,Q1 2024,LP-03,Harborview Insurance Co.,5256234.91,467500.0,0.0,0.0,0.0,0.0,287603.67,-0.0,6011338.58
9,Q1 2024,LP-04,Cascade Partners Fund of Funds,4778395.38,425000.0,0.0,0.0,0.0,0.0,261457.88,-0.0,5464853.26
9,Q1 2024,LP-05,Elmwood Family Office,3822716.29,340000.0,0.0,0.0,0.0,0.0,209166.3,-0.0,4371882.59
9,Q1 2024,LP-06,Tanager Sovereign Partners,3822716.29,340000.0,0.0,0.0,0.0,0.0,209166.3,-0.0,4371882.59
9,Q1 2024,LP-07,Birchwood College Endowment,2867037.22,255000.0,0.0,0.0,0.0,0.0,156874.73,-0.0,3278911.95
9,Q1 2024,LP-08,Kestrel Insurance Group,2389197.68,212500.0,0.0,0.0,0.0,0.0,130728.94,-0.0,2732426.62
9,Q1 2024,LP-09,Wrenfield Family Office,1911358.14,170000.0,0.0,0.0,0.0,0.0,104583.15,-0.0,2185941.29
9,Q1 2024,LP-10,Alder Street Foundation,1911358.14,170000.0,0.0,0.0,0.0,0.0,104583.15,-0.0,2185941.29
9,Q1 2024,LP-11,Pinecrest Pension Trust,1720222.34,153000.0,0.0,0.0,0.0,0.0,94124.84,-0.0,1967347.18
9,Q1 2024,LP-12,Ivywood Capital Partners (FoF),1433518.62,127500.0,0.0,0.0,0.0,0.0,78437.36,-0.0,1639455.98
9,Q1 2024,LP-13,Grayling Family Office,1433518.62,127500.0,0.0,0.0,0.0,0.0,78437.36,-0.0,1639455.98
9,Q1 2024,LP-14,Redstone Family Office,1529086.53,136000.0,0.0,0.0,0.0,0.0,83666.52,-0.0,1748753.05
9,Q1 2024,LP-15,Sable Foundation,1529086.53,136000.0,0.0,0.0,0.0,0.0,83666.52,-0.0,1748753.05
10,Q2 2024,LP-01,Northbridge State Pension Fund,8743765.22,600000.0,0.0,0.0,0.0,0.0,488580.29,-0.0,9832345.51
10,Q2 2024,LP-02,Meridian University Endowment,6557823.89,450000.0,0.0,0.0,0.0,0.0,366435.22,-0.0,7374259.11
10,Q2 2024,LP-03,Harborview Insurance Co.,6011338.58,412500.0,0.0,0.0,0.0,0.0,335898.95,-0.0,6759737.53
10,Q2 2024,LP-04,Cascade Partners Fund of Funds,5464853.26,375000.0,0.0,0.0,0.0,0.0,305362.68,-0.0,6145215.94
10,Q2 2024,LP-05,Elmwood Family Office,4371882.59,300000.0,0.0,0.0,0.0,0.0,244290.14,-0.0,4916172.73
10,Q2 2024,LP-06,Tanager Sovereign Partners,4371882.59,300000.0,0.0,0.0,0.0,0.0,244290.14,-0.0,4916172.73
10,Q2 2024,LP-07,Birchwood College Endowment,3278911.95,225000.0,0.0,0.0,0.0,0.0,183217.61,-0.0,3687129.56
10,Q2 2024,LP-08,Kestrel Insurance Group,2732426.62,187500.0,0.0,0.0,0.0,0.0,152681.34,-0.0,3072607.96
10,Q2 2024,LP-09,Wrenfield Family Office,2185941.29,150000.0,0.0,0.0,0.0,0.0,122145.07,-0.0,2458086.36
10,Q2 2024,LP-10,Alder Street Foundation,2185941.29,150000.0,0.0,0.0,0.0,0.0,122145.07,-0.0,2458086.36
10,Q2 2024,LP-11,Pinecrest Pension Trust,1967347.18,135000.0,0.0,0.0,0.0,0.0,109930.57,-0.0,2212277.75
10,Q2 2024,LP-12,Ivywood Capital Partners (FoF),1639455.98,112500.0,0.0,0.0,0.0,0.0,91608.8,-0.0,1843564.78
10,Q2 2024,LP-13,Grayling Family Office,1639455.98,112500.0,0.0,0.0,0.0,0.0,91608.8,-0.0,1843564.78
10,Q2 2024,LP-14,Redstone Family Office,1748753.05,120000.0,0.0,0.0,0.0,0.0,97716.06,-0.0,1966469.11
10,Q2 2024,LP-15,Sable Foundation,1748753.05,120000.0,0.0,0.0,0.0,0.0,97716.06,-0.0,1966469.11
11,Q3 2024,LP-01,Northbridge State Pension Fund,9832345.51,40000.0,0.0,0.0,0.0,0.0,546194.73,-0.0,10418540.24
11,Q3 2024,LP-02,Meridian University Endowment,7374259.11,30000.0,0.0,0.0,0.0,0.0,409646.05,-0.0,7813905.16
11,Q3 2024,LP-03,Harborview Insurance Co.,6759737.53,27500.0,0.0,0.0,0.0,0.0,375508.88,-0.0,7162746.41
11,Q3 2024,LP-04,Cascade Partners Fund of Funds,6145215.94,25000.0,0.0,0.0,0.0,0.0,341371.71,-0.0,6511587.65
11,Q3 2024,LP-05,Elmwood Family Office,4916172.73,20000.0,0.0,0.0,0.0,0.0,273097.36,-0.0,5209270.09
11,Q3 2024,LP-06,Tanager Sovereign Partners,4916172.73,20000.0,0.0,0.0,0.0,0.0,273097.36,-0.0,5209270.09
11,Q3 2024,LP-07,Birchwood College Endowment,3687129.56,15000.0,0.0,0.0,0.0,0.0,204823.02,-0.0,3906952.58
11,Q3 2024,LP-08,Kestrel Insurance Group,3072607.96,12500.0,0.0,0.0,0.0,0.0,170685.85,-0.0,3255793.81
11,Q3 2024,LP-09,Wrenfield Family Office,2458086.36,10000.0,0.0,0.0,0.0,0.0,136548.68,-0.0,2604635.04
11,Q3 2024,LP-10,Alder Street Foundation,2458086.36,10000.0,0.0,0.0,0.0,0.0,136548.68,-0.0,2604635.04
11,Q3 2024,LP-11,Pinecrest Pension Trust,2212277.75,9000.0,0.0,0.0,0.0,0.0,122893.81,-0.0,2344171.56
11,Q3 2024,LP-12,Ivywood Capital Partners (FoF),1843564.78,7500.0,0.0,0.0,0.0,0.0,102411.51,-0.0,1953476.29
11,Q3 2024,LP-13,Grayling Family Office,1843564.78,7500.0,0.0,0.0,0.0,0.0,102411.51,-0.0,1953476.29
11,Q3 2024,LP-14,Redstone Family Office,1966469.11,8000.0,0.0,0.0,0.0,0.0,109238.95,-0.0,2083708.06
11,Q3 2024,LP-15,Sable Foundation,1966469.11,8000.0,0.0,0.0,0.0,0.0,109238.95,-0.0,2083708.06
12,Q4 2024,LP-01,Northbridge State Pension Fund,10418540.24,40000.0,0.0,0.0,0.0,0.0,658205.25,-0.0,11116745.49
12,Q4 2024,LP-02,Meridian University Endowment,7813905.16,30000.0,0.0,0.0,0.0,0.0,493653.94,-0.0,8337559.1
12,Q4 2024,LP-03,Harborview Insurance Co.,7162746.41,27500.0,0.0,0.0,0.0,0.0,452516.11,-0.0,7642762.52
12,Q4 2024,LP-04,Cascade Partners Fund of Funds,6511587.65,25000.0,0.0,0.0,0.0,0.0,411378.28,-0.0,6947965.93
12,Q4 2024,LP-05,Elmwood Family Office,5209270.09,20000.0,0.0,0.0,0.0,0.0,329102.62,-0.0,5558372.71
12,Q4 2024,LP-06,Tanager Sovereign Partners,5209270.09,20000.0,0.0,0.0,0.0,0.0,329102.62,-0.0,5558372.71
12,Q4 2024,LP-07,Birchwood College Endowment,3906952.58,15000.0,0.0,0.0,0.0,0.0,246826.97,-0.0,4168779.55
12,Q4 2024,LP-08,Kestrel Insurance Group,3255793.81,12500.0,0.0,0.0,0.0,0.0,205689.14,-0.0,3473982.95
12,Q4 2024,LP-09,Wrenfield Family Office,2604635.04,10000.0,0.0,0.0,0.0,0.0,164551.31,-0.0,2779186.35
12,Q4 2024,LP-10,Alder Street Foundation,2604635.04,10000.0,0.0,0.0,0.0,0.0,164551.31,-0.0,2779186.35
12,Q4 2024,LP-11,Pinecrest Pension Trust,2344171.56,9000.0,0.0,0.0,0.0,0.0,148096.18,-0.0,2501267.74
12,Q4 2024,LP-12,Ivywood Capital Partners (FoF),1953476.29,7500.0,0.0,0.0,0.0,0.0,123413.48,-0.0,2084389.77
12,Q4 2024,LP-13,Grayling Family Office,1953476.29,7500.0,0.0,0.0,0.0,0.0,123413.48,-0.0,2084389.77
12,Q4 2024,LP-14,Redstone Family Office,2083708.06,8000.0,0.0,0.0,0.0,0.0,131641.05,-0.0,2223349.11
12,Q4 2024,LP-15,Sable Foundation,2083708.06,8000.0,0.0,0.0,0.0,0.0,131641.05,-0.0,2223349.11
13,Q1 2025,LP-01,Northbridge State Pension Fund,11116745.49,36400.0,3105901.92,0.0,0.0,3105901.92,753308.68,-0.0,8800552.25
13,Q1 2025,LP-02,Meridian University Endowment,8337559.1,27300.0,2329426.44,0.0,0.0,2329426.44,564981.51,-0.0,6600414.17
13,Q1 2025,LP-03,Harborview Insurance Co.,7642762.52,25025.0,2135307.57,0.0,0.0,2135307.57,517899.72,-0.0,6050379.67
13,Q1 2025,LP-04,Cascade Partners Fund of Funds,6947965.93,22750.0,1941188.7,0.0,0.0,1941188.7,470817.93,-0.0,5500345.16
13,Q1 2025,LP-05,Elmwood Family Office,5558372.71,18200.0,1552950.96,0.0,0.0,1552950.96,376654.34,-0.0,4400276.09
13,Q1 2025,LP-06,Tanager Sovereign Partners,5558372.71,18200.0,1552950.96,0.0,0.0,1552950.96,376654.34,-0.0,4400276.09
13,Q1 2025,LP-07,Birchwood College Endowment,4168779.55,13650.0,1164713.22,0.0,0.0,1164713.22,282490.76,-0.0,3300207.09
13,Q1 2025,LP-08,Kestrel Insurance Group,3473982.95,11375.0,970594.35,0.0,0.0,970594.35,235408.96,-0.0,2750172.56
13,Q1 2025,LP-09,Wrenfield Family Office,2779186.35,9100.0,776475.48,0.0,0.0,776475.48,188327.17,-0.0,2200138.04
13,Q1 2025,LP-10,Alder Street Foundation,2779186.35,9100.0,776475.48,0.0,0.0,776475.48,188327.17,-0.0,2200138.04
13,Q1 2025,LP-11,Pinecrest Pension Trust,2501267.74,8190.0,698827.93,0.0,0.0,698827.93,169494.45,-0.0,1980124.26
13,Q1 2025,LP-12,Ivywood Capital Partners (FoF),2084389.77,6825.0,582356.61,0.0,0.0,582356.61,141245.38,-0.0,1650103.54
13,Q1 2025,LP-13,Grayling Family Office,2084389.77,6825.0,582356.61,0.0,0.0,582356.61,141245.38,-0.0,1650103.54
13,Q1 2025,LP-14,Redstone Family Office,2223349.11,7280.0,621180.38,0.0,0.0,621180.38,150661.74,-0.0,1760110.47
13,Q1 2025,LP-15,Sable Foundation,2223349.11,7280.0,621180.38,0.0,0.0,621180.38,150661.74,-0.0,1760110.47
14,Q2 2025,LP-01,Northbridge State Pension Fund,8800552.25,36400.0,0.0,0.0,0.0,0.0,435721.65,-0.0,9272673.9
14,Q2 2025,LP-02,Meridian University Endowment,6600414.17,27300.0,0.0,0.0,0.0,0.0,326791.23,-0.0,6954505.4
14,Q2 2025,LP-03,Harborview Insurance Co.,6050379.67,25025.0,0.0,0.0,0.0,0.0,299558.63,-0.0,6374963.3
14,Q2 2025,LP-04,Cascade Partners Fund of Funds,5500345.16,22750.0,0.0,0.0,0.0,0.0,272326.03,-0.0,5795421.19
14,Q2 2025,LP-05,Elmwood Family Office,4400276.09,18200.0,0.0,0.0,0.0,0.0,217860.82,-0.0,4636336.91
14,Q2 2025,LP-06,Tanager Sovereign Partners,4400276.09,18200.0,0.0,0.0,0.0,0.0,217860.82,-0.0,4636336.91
14,Q2 2025,LP-07,Birchwood College Endowment,3300207.09,13650.0,0.0,0.0,0.0,0.0,163395.62,-0.0,3477252.71
